,open,high,low,close,volume,regime
2024-01-01 02:10:00+00:00,1999.0736179213543,2000.7096523449177,1998.8448724177001,1999.925099419545,961.7882910443185,0
2024-01-01 02:15:00+00:00,1999.925099419545,2000.9590164832955,1999.0722338634137,2000.5098735028,6394.072305269004,0
2024-01-01 02:20:00+00:00,2000.5098735028,2002.705446519313,2000.4218627710923,2002.0542841333447,4238.738792215809,0
2024-01-01 02:25:00+00:00,2002.0542841333447,2003.1332440646281,2000.803913419319,2002.9460202524226,1835.3497846876965,0
2024-01-01 02:30:00+00:00,2002.9460202524226,2006.5506010416384,2002.8998379599464,2006.5491018631847,7657.204032589938,0
2024-01-01 02:35:00+00:00,2006.5491018631847,2006.6681230345362,2004.905620299254,2005.8919216890615,3622.9721332890103,0
2024-01-01 02:40:00+00:00,2005.8919216890615,2006.0637910002004,2004.992239730675,2005.0691596445286,3680.1878324096056,0
2024-01-01 02:45:00+00:00,2005.0691596445286,2005.7881671527387,2002.8546780769993,2003.764026963206,6045.784074934821,0
2024-01-01 02:50:00+00:00,2003.764026963206,2005.6043924949884,2002.8973654858787,2004.7517173301617,5089.654842004609,0
2024-01-01 02:55:00+00:00,2004.7517173301617,2007.3321309833161,2004.1314854900932,2006.5631894677188,3770.4120943132107,0
2024-01-01 03:00:00+00:00,2006.5631894677188,2007.3177514807414,2006.3427385390344,2006.3802834806697,2563.50811590067,0
2024-01-01 03:05:00+00:00,2006.3802834806697,2007.4169788902436,2004.384583799062,2005.032197744637,14573.08077623415,0
2024-01-01 03:10:00+00:00,2005.032197744637,2006.0351565224096,2003.0663923898717,2003.7101446716097,1657.3236865980036,0
2024-01-01 03:15:00+00:00,2003.7101446716097,2005.033561208653,2003.1292820638698,2004.7532956118775,5414.184084657302,0
2024-01-01 03:20:00+00:00,2004.7532956118775,2007.89527533563,2003.212466458116,2007.5412509298967,2787.534150244558,0
2024-01-01 03:25:00+00:00,2007.5412509298967,2008.8755304934189,2006.2347427342745,2008.668647038581,4288.837095952505,0
2024-01-01 03:30:00+00:00,2008.668647038581,2009.6494074701866,2006.456965182621,2007.5471246798734,7996.335511809949,0
2024-01-01 03:35:00+00:00,2007.5471246798734,2008.6701272627438,2006.2748856438502,2008.4199626052755,2323.2846445333103,0
2024-01-01 03:40:00+00:00,2008.4199626052755,2009.7643905463299,2008.1824533432662,2008.8843595971584,4824.5322868512385,0
2024-01-01 03:45:00+00:00,2008.8843595971584,2010.0892714482382,2008.6981229277899,2009.352011792001,3686.5480979985764,0
2024-01-01 03:50:00+00:00,2009.352011792001,2011.5095415845108,2008.5564726912537,2010.8320608233291,1784.6164632095551,0
2024-01-01 03:55:00+00:00,2010.8320608233291,2011.8232915144342,2009.7962431445112,2011.1948869522626,8155.7558723977245,0
2024-01-01 04:00:00+00:00,2011.1948869522626,2015.675247681963,2010.127432278575,2013.7501369328295,5265.599254128009,0
2024-01-01 04:05:00+00:00,2013.7501369328295,2014.6644469638995,2013.6174693935163,2013.89082284406,2105.609082861385,0
2024-01-01 04:10:00+00:00,2013.89082284406,2015.3146847969433,2013.5028849348466,2014.379524594728,7207.482646363897,0
2024-01-01 04:15:00+00:00,2014.379524594728,2015.4941045341197,2013.9730008879428,2015.4047453807661,1532.8197314398437,0
2024-01-01 04:20:00+00:00,2015.4047453807661,2016.3049158804095,2012.0096538916212,2013.0540564527805,2912.749005563561,0
2024-01-01 04:25:00+00:00,2013.0540564527805,2013.6716114642136,2011.8205773891502,2012.5392226757874,2114.5999662862578,0
2024-01-01 04:30:00+00:00,2012.5392226757874,2012.7724443060908,2011.6587251719473,2011.7820311620167,5437.363606476772,0
2024-01-01 04:35:00+00:00,2011.7820311620167,2014.1697671765396,2008.5571230272,2009.380294414129,2030.9385712889962,0
2024-01-01 04:40:00+00:00,2009.380294414129,2010.6486006823386,2008.7433778250104,2008.8089147764235,5468.6468792850455,0
2024-01-01 04:45:00+00:00,2008.8089147764235,2012.2585457200503,2008.0924137808522,2011.3306632563535,4796.1467498877655,0
2024-01-01 04:50:00+00:00,2011.3306632563535,2012.2905771539013,2009.2191258925284,2009.92752267965,2207.9078723988678,0
2024-01-01 04:55:00+00:00,2009.92752267965,2011.8869815724877,2009.8673147340783,2011.486820347503,12884.419544837298,0
2024-01-01 05:00:00+00:00,2011.486820347503,2011.7248178109892,2008.4295959850617,2008.7801279737741,1642.2331644760834,0
2024-01-01 05:05:00+00:00,2008.7801279737741,2008.9711367426792,2007.299172775779,2008.2420180685165,965.6377183967589,0
2024-01-01 05:10:00+00:00,2008.2420180685165,2010.9864777692435,2006.2233892499985,2008.8532377391198,5912.8268315447585,0
2024-01-01 05:15:00+00:00,2008.8532377391198,2013.3282415444335,2007.3661887135702,2011.1874988883187,534.0415513073526,0
2024-01-01 05:20:00+00:00,2011.1874988883187,2014.0762076559279,2010.5127397154085,2012.7104105726698,9832.548737449197,0
2024-01-01 05:25:00+00:00,2012.7104105726698,2014.9982941762605,2011.6121923797352,2014.0600214301544,3233.7673579139,0
2024-01-01 05:30:00+00:00,2014.0600214301544,2014.7278281878278,2012.7307026478693,2013.4933735388634,951.854265062854,0
2024-01-01 05:35:00+00:00,2013.4933735388634,2013.6424830419026,2011.7494411481916,2012.7477909860936,1395.8075253853308,0
2024-01-01 05:40:00+00:00,2012.7477909860936,2014.30273212689,2012.6728017744922,2014.1300458110454,806.5202934266393,0
2024-01-01 05:45:00+00:00,2014.1300458110454,2014.6261124574962,2013.599642460178,2013.8218109588192,4049.3285740141696,0
2024-01-01 05:50:00+00:00,2013.8218109588192,2014.6250201086439,2011.7351003720103,2011.7676463657772,1031.1899062319508,0
2024-01-01 05:55:00+00:00,2011.7676463657772,2012.190406051954,2005.3917177187748,2007.5092750824429,4454.5050086250685,0
2024-01-01 06:00:00+00:00,2007.5092750824429,2008.742924598479,2004.6668206493266,2005.6022896862303,2335.8723057909983,0
2024-01-01 06:05:00+00:00,2005.6022896862303,2007.1876301705365,2005.4078543754993,2006.4392382415551,2037.9683583547535,0
2024-01-01 06:10:00+00:00,2006.4392382415551,2006.9979109668877,2005.4150749453513,2006.6695814746276,4480.441069110342,0
2024-01-01 06:15:00+00:00,2006.6695814746276,2008.7054177449834,2005.6705592306434,2007.7796005167538,4908.919147690301,0
2024-01-01 06:20:00+00:00,2007.7796005167538,2009.2392224139542,2005.6286273560706,2006.1762572317941,7455.015435127735,0
2024-01-01 06:25:00+00:00,2006.1762572317941,2007.493427893128,2005.3040132301408,2006.5050454379946,1795.38961129432,0
2024-01-01 06:30:00+00:00,2006.5050454379946,2007.980827935314,2005.7734129192227,2007.5587342052318,2910.7103295250713,0
2024-01-01 06:35:00+00:00,2007.5587342052318,2029.1617613887063,2007.5544649499295,2028.7434715707668,1793.166434647085,0
2024-01-01 06:40:00+00:00,2028.7434715707668,2030.5083816132294,2027.0433992930766,2030.4772384495825,3396.1237287429376,0
2024-01-01 06:45:00+00:00,2030.4772384495825,2031.8818097680223,2027.2384178548514,2027.8163820119714,1599.3750717637045,0
2024-01-01 06:50:00+00:00,2027.8163820119714,2029.817676715787,2023.975643357856,2026.346584492463,2123.2911976908995,0
2024-01-01 06:55:00+00:00,2026.346584492463,2027.7098669295926,2024.3401052561424,2025.520011452977,2131.96547658481,0
2024-01-01 07:00:00+00:00,2025.520011452977,2026.51254197969,2022.4653324618446,2023.4723986937215,3769.466487673128,0
2024-01-01 07:05:00+00:00,2023.4723986937215,2024.360158630655,2022.6679727919131,2024.2677851621113,2988.0132295037324,0
2024-01-01 07:10:00+00:00,2024.2677851621113,2025.300877042384,2023.3330182687655,2023.5067653097892,4469.542282059148,0
2024-01-01 07:15:00+00:00,2023.5067653097892,2023.6843148892046,2023.1273024257582,2023.5269949756387,2736.411677328486,0
2024-01-01 07:20:00+00:00,2023.5269949756387,2024.348690719554,2022.780723952594,2024.305410923599,1874.6886411320274,0
2024-01-01 07:25:00+00:00,2024.305410923599,2025.8173135230704,2023.9649433099603,2025.028675713592,3473.8762270760835,0
2024-01-01 07:30:00+00:00,2025.028675713592,2027.0613230170434,2024.2806018455456,2026.1069025263532,1431.1775490745376,0
2024-01-01 07:35:00+00:00,2026.1069025263532,2027.1074918739953,2025.5931343436998,2025.9472751028045,4700.039785317453,0
2024-01-01 07:40:00+00:00,2025.9472751028045,2026.8160870635088,2025.0741539238388,2025.2613271937748,2372.3299432642225,0
2024-01-01 07:45:00+00:00,2025.2613271937748,2025.4771075224055,2024.5865090293873,2025.1321711442647,3510.8572863372497,0
2024-01-01 07:50:00+00:00,2025.1321711442647,2025.5100140058878,2017.0694855644024,2018.7531307163606,3554.6760181743707,0
2024-01-01 07:55:00+00:00,2018.7531307163606,2018.8329915452905,2015.0353303871173,2015.7357669255252,10734.695958999906,0
2024-01-01 08:00:00+00:00,2015.7357669255252,2016.3749588930716,2012.7945373111666,2013.499517069504,4045.121884795913,0
2024-01-01 08:05:00+00:00,2013.499517069504,2014.0130614820835,2011.4200333208403,2011.8817510453116,3160.78332163598,0
2024-01-01 08:10:00+00:00,2011.8817510453116,2013.6539364955584,2009.9768145000257,2013.3864689894217,1713.1744707184182,0
2024-01-01 08:15:00+00:00,2013.3864689894217,2014.0147247246896,2010.6242739010581,2011.502762088075,5664.127376697539,0
2024-01-01 08:20:00+00:00,2011.502762088075,2012.1250674538828,2010.2341943899949,2010.864488630506,2401.4682105105016,0
2024-01-01 08:25:00+00:00,2010.864488630506,2013.7337668782186,2010.4053447140122,2012.9713374077921,879.7307398943547,0
2024-01-01 08:30:00+00:00,2012.9713374077921,2013.4052625589507,2011.835808574699,2012.397051994737,2550.2060076190346,0
2024-01-01 08:35:00+00:00,2012.397051994737,2013.9183349853909,2012.3436324893696,2013.5849430418252,3474.4512626276132,0
2024-01-01 08:40:00+00:00,2013.5849430418252,2014.28144917872,2011.383936727391,2012.081531526337,1548.7376238867557,0
2024-01-01 08:45:00+00:00,2012.081531526337,2012.7973077618462,2011.5370336826113,2011.7508717449973,2712.0382580522746,0
2024-01-01 08:50:00+00:00,2011.7508717449973,2012.0335551207186,2009.3233578660231,2010.222485586634,2815.2707881743627,0
2024-01-01 08:55:00+00:00,2010.222485586634,2015.8490213521397,2009.3709618482094,2015.8282421872657,2850.5683789211585,0
2024-01-01 09:00:00+00:00,2015.8282421872657,2021.3184615263126,2014.5327596000054,2018.9979485268914,8004.134468879741,0
2024-01-01 09:05:00+00:00,2018.9979485268914,2020.0206583934312,2014.2493359630191,2015.3964098338135,1043.9362580304505,0
2024-01-01 09:10:00+00:00,2015.3964098338135,2016.3524621130402,2014.6586859686586,2016.1312952235128,15169.497805551704,0
2024-01-01 09:15:00+00:00,2016.1312952235128,2017.115254810521,2015.9820601961217,2016.517653917889,2903.6729348077806,0
2024-01-01 09:20:00+00:00,2016.517653917889,2017.1419166222036,2014.7810357652522,2015.558309019184,4741.785289645665,0
2024-01-01 09:25:00+00:00,2015.558309019184,2015.6902261345197,2012.1849066467228,2013.2275714832506,3301.951754005664,0
2024-01-01 09:30:00+00:00,2013.2275714832506,2013.5444066094853,2013.1846696605555,2013.3437482786053,749.3312503711818,0
2024-01-01 09:35:00+00:00,2013.3437482786053,2014.3449410297917,2012.2347769338378,2012.4910849639264,1280.1568340523625,0
2024-01-01 09:40:00+00:00,2012.4910849639264,2013.3974573676446,2011.865435235778,2012.8657270860333,1959.7639205866724,0
2024-01-01 09:45:00+00:00,2012.8657270860333,2013.101299955387,2012.4311394951944,2012.9009157444596,6600.996189935591,0
2024-01-01 09:50:00+00:00,2012.9009157444596,2016.3178455988912,2012.2327245631664,2015.4819468786914,984.9029332577488,0
2024-01-01 09:55:00+00:00,2015.4819468786914,2015.9750370893576,2014.4815865188095,2015.096050268891,1503.288105536593,0
2024-01-01 10:00:00+00:00,2015.096050268891,2015.76446281718,2012.6217500495288,2013.4467689707928,3401.190077731017,0
2024-01-01 10:05:00+00:00,2013.4467689707928,2014.047085734866,2013.3725235103882,2013.7355592379001,4351.5403211718,0
2024-01-01 10:10:00+00:00,2013.7355592379001,2014.150647057882,2013.2740902187675,2014.0900025438714,4247.885894065009,0
2024-01-01 10:15:00+00:00,2014.0900025438714,2016.454152969211,2013.1882651880635,2016.2812145207147,1356.680123852629,0
2024-01-01 10:20:00+00:00,2016.2812145207147,2018.6495980357647,2015.9006167245852,2017.628719891088,830.1504188050784,0
2024-01-01 10:25:00+00:00,2017.628719891088,2018.859263944421,2017.1000104113616,2018.2048287643988,4588.221313579141,0
2024-01-01 10:30:00+00:00,2018.2048287643988,2021.4420258615435,2018.1821561928089,2020.568808150383,9381.539489671908,0
2024-01-01 10:35:00+00:00,2020.568808150383,2020.5913971664777,2018.4128248723669,2018.648139544815,2261.443731824496,0
2024-01-01 10:40:00+00:00,2018.648139544815,2020.523842746024,2015.0987648694356,2016.2349137918159,1193.0290980004781,0
2024-01-01 10:45:00+00:00,2016.2349137918159,2016.8912166566504,2013.7648701594799,2014.3048079024245,2113.489690417123,0
2024-01-01 10:50:00+00:00,2014.3048079024245,2015.0355862180575,2012.8609964475133,2013.6459778153326,4085.7069761947373,0
2024-01-01 10:55:00+00:00,2013.6459778153326,2014.5215507306746,2006.966612299211,2008.4622516090649,2473.737576022369,0
2024-01-01 11:00:00+00:00,2008.4622516090649,2010.6210846610986,2007.2728047992168,2009.782160308065,9188.931245503278,0
2024-01-01 11:05:00+00:00,2009.782160308065,2009.8212089374902,2008.4702804259327,2009.4073338220423,6247.749360283784,0
2024-01-01 11:10:00+00:00,2009.4073338220423,2009.4552708084516,2006.7729432189637,2007.0265882899698,3454.629356293716,0
2024-01-01 11:15:00+00:00,2007.0265882899698,2010.5821208269563,2007.0081337364402,2009.7463367259759,624.2442264237396,0
2024-01-01 11:20:00+00:00,2009.7463367259759,2010.3806817298805,2008.852980712475,2010.2505522984195,1713.3213865518035,0
2024-01-01 11:25:00+00:00,2010.2505522984195,2011.6135421954677,2009.9062727493526,2011.5989141872842,1922.8853797987015,0
2024-01-01 11:30:00+00:00,2011.5989141872842,2015.7707793458035,2011.235244672413,2014.8147916563398,1640.4193915515505,0
2024-01-01 11:35:00+00:00,2014.8147916563398,2019.7958354344896,2014.6484534483466,2019.5169874036046,3472.5935603536855,0
2024-01-01 11:40:00+00:00,2019.5169874036046,2020.7984147627271,2018.7889852560686,2020.1866239687813,3530.3548354327936,0
2024-01-01 11:45:00+00:00,2020.1866239687813,2021.067206406345,2018.2939946993408,2018.5880154460604,781.1288409780552,0
2024-01-01 11:50:00+00:00,2018.5880154460604,2019.3696342793698,2014.9627665287824,2015.1479715499684,5674.16360806417,0
2024-01-01 11:55:00+00:00,2015.1479715499684,2015.6284710213959,2014.6203670133002,2015.5796003374755,3019.6583205003744,0
2024-01-01 12:00:00+00:00,2015.5796003374755,2016.1671492134274,2013.483187896547,2014.2691885082704,3968.3796065683837,0
2024-01-01 12:05:00+00:00,2014.2691885082704,2014.8364898808034,2013.3176974916084,2013.599986632444,5409.2247812010055,0
2024-01-01 12:10:00+00:00,2013.599986632444,2013.966469573041,2012.425480321871,2013.1813499562522,1613.9247501307786,0
2024-01-01 12:15:00+00:00,2013.1813499562522,2013.9701317574738,2012.4710464935572,2012.9546126560886,8161.020908373412,0
2024-01-01 12:20:00+00:00,2012.9546126560886,2015.6818813615855,2012.5316084724113,2014.6719606736774,2661.287093087199,0
2024-01-01 12:25:00+00:00,2014.6719606736774,2015.0793140946894,2014.2952687111022,2014.925097651501,9996.974550533216,0
2024-01-01 12:30:00+00:00,2014.925097651501,2015.0772383971791,2014.5168893163504,2014.669404025002,1458.0483177636154,0
2024-01-01 12:35:00+00:00,2014.669404025002,2016.4649362865107,2009.9590427638466,2010.7719260904094,9420.065167543356,0
2024-01-01 12:40:00+00:00,2010.7719260904094,2011.3847636124563,2006.1084899281216,2007.2942708929609,1446.370769806895,0
2024-01-01 12:45:00+00:00,2007.2942708929609,2008.1646338175638,2006.36341886129,2006.4752400211767,22903.04223215523,0
2024-01-01 12:50:00+00:00,2006.4752400211767,2006.6235336431052,2005.380947209151,2006.3882635401344,1392.05031947999,0
2024-01-01 12:55:00+00:00,2006.3882635401344,2013.1304701371978,2006.1252160439121,2013.0329374313774,6941.4736771145745,0
2024-01-01 13:00:00+00:00,2013.0329374313774,2014.248216137202,2012.5431808634178,2013.3040506079394,2230.7310169910634,0
2024-01-01 13:05:00+00:00,2013.3040506079394,2016.0585177265682,2012.637628441116,2014.9651798654054,5281.777178650277,0
2024-01-01 13:10:00+00:00,2014.9651798654054,2015.0652130145568,2013.2703425036873,2014.1544511153468,2885.8649584623918,0
2024-01-01 13:15:00+00:00,2014.1544511153468,2016.2660081621755,2009.3452209831285,2009.6959904160183,1245.1554987697025,0
2024-01-01 13:20:00+00:00,2009.6959904160183,2010.6911654087837,2005.4927490866805,2005.8572057278686,318.15410558402186,0
2024-01-01 13:25:00+00:00,2005.8572057278686,2005.9008611862366,2001.3201420600058,2002.9540240134272,22160.49851903034,0
2024-01-01 13:30:00+00:00,2002.9540240134272,2008.2269872016004,2002.545746896887,2007.5156887477244,3160.2909669539526,0
2024-01-01 13:35:00+00:00,2007.5156887477244,2007.8232316761284,2005.410716316987,2006.121525253037,282.92332871081476,0
2024-01-01 13:40:00+00:00,2006.121525253037,2008.2097028369901,2005.2573969081589,2007.4795035020832,3797.4569012854067,0
2024-01-01 13:45:00+00:00,2007.4795035020832,2007.780146968351,2005.947730556899,2006.0280229756886,5175.386623633839,0
2024-01-01 13:50:00+00:00,2006.0280229756886,2008.0268392831956,2005.146269949719,2007.5238866517443,1682.3306004130618,0
2024-01-01 13:55:00+00:00,2007.5238866517443,2008.3516821831997,2007.4846375765205,2008.1422388946207,1691.407615256404,0
2024-01-01 14:00:00+00:00,2008.1422388946207,2009.0068663874981,2006.9521411750848,2007.890612593084,2934.0133898239174,0
2024-01-01 14:05:00+00:00,2007.890612593084,2008.856827607459,2006.8065228523371,2007.8251362619221,7801.531851471438,0
2024-01-01 14:10:00+00:00,2007.8251362619221,2008.2460261578249,2006.0771477671926,2006.7736522246992,3229.130212373766,0
2024-01-01 14:15:00+00:00,2006.7736522246992,2007.9584963007446,2005.7461932591343,2007.489912782212,9610.199327974917,0
2024-01-01 14:20:00+00:00,2007.489912782212,2008.5153578001036,2005.9015852452342,2006.7593459491477,7368.54348437961,0
2024-01-01 14:25:00+00:00,2006.7593459491477,2006.9075002267543,2004.7464628873647,2004.7927135757097,2482.3778259493815,0
2024-01-01 14:30:00+00:00,2004.7927135757097,2005.6348317416255,2002.7401921530015,2002.7441609730513,848.5941106322614,0
2024-01-01 14:35:00+00:00,2002.7441609730513,2003.6115604298723,2002.7224978745376,2003.0206996190839,2486.579446953591,0
2024-01-01 14:40:00+00:00,2003.0206996190839,2011.0937615038627,2001.917343267299,2008.9433986997278,4542.287052799065,0
2024-01-01 14:45:00+00:00,2008.9433986997278,2009.6704166808254,2008.1018592079413,2009.2756508265834,3127.2671311497056,0
2024-01-01 14:50:00+00:00,2009.2756508265834,2009.600214245228,2008.5479629288097,2009.0756142452713,4951.965588615124,0
2024-01-01 14:55:00+00:00,2009.0756142452713,2009.8815343012582,2008.3627316705815,2009.5385111717364,5947.5579214540285,0
2024-01-01 15:00:00+00:00,2009.5385111717364,2011.6589664017386,2009.0676717683434,2011.6415497580524,4558.217116052519,0
2024-01-01 15:05:00+00:00,2011.6415497580524,2012.8824483819144,2011.5374423313565,2012.46690486267,2391.6461098979175,0
2024-01-01 15:10:00+00:00,2012.46690486267,2013.8111355577196,2011.3066060959975,2011.612281051089,4518.3708660595385,0
2024-01-01 15:15:00+00:00,2011.612281051089,2013.7541601363766,2010.5220621023996,2013.4807349646148,17825.537252538506,0
2024-01-01 15:20:00+00:00,2013.4807349646148,2014.1976883495502,2013.115769001781,2014.1766712267151,905.146085815129,0
2024-01-01 15:25:00+00:00,2014.1766712267151,2020.6538249638031,2013.3792203090973,2019.969878958396,4402.069162243918,0
2024-01-01 15:30:00+00:00,2019.969878958396,2020.9069356731939,2019.762458167633,2020.352531094376,12908.000966457277,0
2024-01-01 15:35:00+00:00,2020.352531094376,2020.9556219126134,2017.1906781362597,2018.2774819698036,1164.8271700806213,0
2024-01-01 15:40:00+00:00,2018.2774819698036,2018.445468537783,2012.5493442909737,2013.1139690215502,6640.0851984281035,0
2024-01-01 15:45:00+00:00,2013.1139690215502,2017.6261557209039,2012.2370248899185,2016.554520698938,7389.192920919394,0
2024-01-01 15:50:00+00:00,2016.554520698938,2020.3835351755804,2016.5081947010788,2019.4740350140034,914.6331684322737,0
2024-01-01 15:55:00+00:00,2019.4740350140034,2019.9977538059923,2018.6320427466408,2018.7953600381668,5270.546685448841,0
2024-01-01 16:00:00+00:00,2018.7953600381668,2020.8696680024746,2015.4010586668094,2017.263195296573,2399.3359224558817,0
2024-01-01 16:05:00+00:00,2017.263195296573,2024.109098246354,2015.59495876659,2023.1598290524921,2840.2386598760495,0
2024-01-01 16:10:00+00:00,2023.1598290524921,2023.7538192311374,2019.8125656137108,2020.7674227738582,2298.555634895743,0
2024-01-01 16:15:00+00:00,2020.7674227738582,2021.8069029452756,2018.982395713078,2019.238794869418,8519.82664808698,0
2024-01-01 16:20:00+00:00,2019.238794869418,2021.2326547751002,2018.1950240359995,2020.287427641888,2725.2165822954817,0
2024-01-01 16:25:00+00:00,2020.287427641888,2021.2079969032466,2017.426691190023,2018.7970146505743,2057.7103689947653,0
2024-01-01 16:30:00+00:00,2018.7970146505743,2020.0658938714816,2016.256117493254,2018.7765304307338,2085.782970845592,0
2024-01-01 16:35:00+00:00,2018.7765304307338,2019.176607663327,2018.1961621575952,2018.425395831206,2269.2576607331407,0
2024-01-01 16:40:00+00:00,2018.425395831206,2019.572721955736,2017.9762040766357,2019.0011862879587,1256.859695790753,0
2024-01-01 16:45:00+00:00,2019.0011862879587,2022.0183755186288,2018.6453134472586,2021.2954593105987,2043.2414133583607,0
2024-01-01 16:50:00+00:00,2021.2954593105987,2021.5396679917415,2020.5007319417105,2021.4421338893205,3275.204863203036,0
2024-01-01 16:55:00+00:00,2021.4421338893205,2023.4515309057165,2020.6557660564144,2022.483953175918,4119.574399790822,0
2024-01-01 17:00:00+00:00,2022.483953175918,2023.2387699726257,2018.6585526479944,2019.1694230422574,7810.554556557895,0
2024-01-01 17:05:00+00:00,2019.1694230422574,2019.2710067592798,2019.0737733619426,2019.0907276647824,3614.768593328378,0
2024-01-01 17:10:00+00:00,2019.0907276647824,2020.0024881580791,2017.5453100313175,2017.729139337908,2039.4271046063334,0
2024-01-01 17:15:00+00:00,2017.729139337908,2019.5486726462836,2013.0132151154523,2013.1361977196311,1327.6530056238194,0
2024-01-01 17:20:00+00:00,2013.1361977196311,2013.5593332721987,2010.165135765902,2011.309726259355,3772.8633620755104,0
2024-01-01 17:25:00+00:00,2011.309726259355,2011.8816467202878,2010.4280114985893,2010.7458399833047,2713.79519571493,0
2024-01-01 17:30:00+00:00,2010.7458399833047,2013.1375175598068,2010.6215247450234,2012.2307591064632,2786.512811740829,0
2024-01-01 17:35:00+00:00,2012.2307591064632,2013.243833873117,2009.723660778813,2010.0942770271129,3677.6293077440096,0
2024-01-01 17:40:00+00:00,2010.0942770271129,2010.437396577635,2010.0134747774741,2010.1435437265338,4516.58413597884,0
2024-01-01 17:45:00+00:00,2010.1435437265338,2010.8233096254683,2008.342270377254,2009.3650746679516,3698.8904648982057,0
2024-01-01 17:50:00+00:00,2009.3650746679516,2010.2636885663867,2008.509352555664,2008.8384097953624,2600.828994958168,0
2024-01-01 17:55:00+00:00,2008.8384097953624,2011.4836241174298,2007.862949314546,2010.4505600174614,1570.0999469051517,0
2024-01-01 18:00:00+00:00,2010.4505600174614,2012.6473521988198,2008.7807095179226,2012.4743855355266,1825.7975511806053,0
2024-01-01 18:05:00+00:00,2012.4743855355266,2015.9402071155553,2011.7078901638797,2015.2583149742518,5875.8608744585,0
2024-01-01 18:10:00+00:00,2015.2583149742518,2017.417071393425,2013.4959755029065,2014.6708895715024,2124.1585134943803,0
2024-01-01 18:15:00+00:00,2014.6708895715024,2014.675180488439,2012.281701095091,2013.215638667687,1015.529840935986,0
2024-01-01 18:20:00+00:00,2013.215638667687,2013.6962001701206,2012.0827986015559,2012.8370779701522,7537.604803442725,0
2024-01-01 18:25:00+00:00,2012.8370779701522,2013.8468739394004,2012.8259791980693,2013.2305968702333,1402.620015402651,0
2024-01-01 18:30:00+00:00,2013.2305968702333,2014.0672179854457,2012.2790247440323,2013.515331586504,3066.2104072194566,0
